Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
"Tyler, The Creator-GONE, GONE / THANK YOU",8,,34,,"1,983,998","8,549,842"
Danny Ocean-Priti,7,,135,,"1,380,329","8,548,772"
Meghan Trainor-My Kind Of Present,6,,99,,"1,946,220","8,538,367"
One Direction-Temporary Fix,19,,48,,"941,262","8,535,402"
Post Malone-Insane,7,,49,,"1,905,573","8,535,029"
Stormzy-Big For Your Boots,16,,116,,"674,956","8,532,343"
Capital Bra-Zombie,10,,69,,"1,339,620","8,531,782"
Noah Kahan-Forever,5,,32,,"2,636,552","8,525,591"
Justin Bieber-Beauty And A Beat,7,,165,,"1,490,932","8,518,138"
Tate McRae-Signs,6,,101,,"1,725,885","8,516,311"
Lil Baby-Right On,9,,72,,"1,269,033","8,504,902"
Shindy-DODI,10,,56,,"1,308,017","8,500,483"
Logic-Indica Badu,9,,40,,"1,612,425","8,497,659"
Cigarettes After Sex-Sunsetz,7,,162,,"1,285,520","8,497,460"
Romeo Santos-El Pañuelo,8,,82,,"1,327,116","8,494,936"
XXXTENTACION-what are you so afraid of,7,,21,,"2,314,446","8,493,682"
Rod Wave-Richer,10,,70,,"1,278,116","8,492,159"
Kanye West-Jesus Is Lord,6,,30,,"2,065,770","8,469,816"
Ed Sheeran-Way To Break My Heart,8,,47,,"1,702,848","8,455,029"
Tracy Chapman-Fast Car,6,,113,,"1,524,911","8,446,771"
Playboi Carti-TWIN TRIM,4,,45,,"3,297,191","8,444,715"
John Mayer-Last Train Home,9,,56,,"1,592,287","8,443,065"
Eminem-Gnat,7,,56,,"1,707,181","8,436,418"
Rae Sremmurd-Look Alive,29,,150,,"325,547","8,435,763"
Lana Del Rey-Did you know that there's a tunnel under Ocean Blvd,6,,55,,"2,008,742","8,433,175"
Irama-Ovunque Sarai,9,,73,,"1,091,374","8,423,888"
Logic-Perfect,8,,55,,"1,736,034","8,417,151"
Coldplay-Clocks,8,,170,,"1,258,409","8,410,854"
Broiler-Wild Eyes,55,,128,,"210,316","8,409,068"
aespa-UP - KARINA Solo,6,,122,,"1,484,211","8,395,252"
Alle Farben-Please Tell Rosie,28,,152,,"342,268","8,392,556"
BTS-Skit,7,,21,,"2,623,585","8,392,247"
Drake-Star67,29,,52,,"482,267","8,391,519"
Belly-Better Believe,8,,38,,"1,805,760","8,389,450"
Tate McRae-chaotic,8,,56,,"1,447,799","8,374,926"
The Cratez-Honda Civic,10,,70,,"1,190,857","8,374,693"
Ariana Grande-successful,8,,35,,"1,904,988","8,373,625"
mgk-ay!,9,,49,,"1,477,023","8,370,965"
5 Seconds of Summer-Girls Talk Boys,20,,54,,"866,443","8,365,803"
Lorde-Mood Ring,8,,43,,"1,774,019","8,362,751"
Ed Sheeran-I Don't Want Your Money,8,,51,,"1,648,947","8,355,192"
twocolors-Lovefool,12,,134,,"1,057,468","8,345,901"
PARTYNEXTDOOR-MOTH BALLS,4,,26,,"3,824,275","8,345,361"
Shubh-Supreme,7,,154,,"1,251,626","8,340,080"
The Weeknd-Take Me Back To LA,5,,62,,"2,131,808","8,333,884"
Bausa-Madonna,10,,66,,"1,227,512","8,333,048"
Farid Bang-Maghreb Gang,12,,136,,"838,419","8,319,805"
Drake-Used To,29,,45,,"501,747","8,319,584"
Jorge & Mateus-Xonei,6,,113,,"1,561,724","8,317,425"
Drake-Not You Too,6,,17,,"2,975,819","8,308,692"
Nick Jonas-Bom Bidi Bom,17,,130,,"587,832","8,307,327"
Noah Kahan-Northern Attitude,6,,36,,"2,223,993","8,304,975"
SZA-Far,6,,73,,"1,943,341","8,303,866"
Badpojken-Johnny G (The Guidetti Song),33,,114,,"325,180","8,297,951"
Eminem-Untouchable,9,,34,,"1,682,107","8,297,042"
Lil Pump-Racks on Racks,9,,44,,"1,556,911","8,271,926"
Taylor Swift-The Lucky One (Taylor's Version),6,,41,,"2,389,222","8,266,194"
Michael Bublé-Blue Christmas,23,,45,,"1,129,164","8,261,493"
Julia Michaels-Anxiety,12,,82,,"1,114,957","8,259,091"
Bruno Mars-Blast Off,7,,63,,"1,979,632","8,257,659"
21 Savage-Slidin,7,,32,,"2,353,215","8,243,488"
HEARTSTEEL-PARANOIA,5,,43,,"1,990,487","8,236,989"
Norm Ender-Mekanın Sahibi,12,,136,,"766,768","8,232,942"
Taylor Swift-Sad Beautiful Tragic (Taylor's Version),6,,43,,"2,382,979","8,232,222"
One Direction-I Want to Write You a Song,19,,54,,"899,679","8,228,682"
Lil Wayne-Open Letter,7,,23,,"2,468,404","8,228,373"
BTS-We are Bulletproof : the Eternal,7,,54,,"1,693,464","8,222,713"
Brent Faiyaz-Clouded,7,,158,,"1,286,816","8,216,109"
Kid Cudi-Another Day,6,,36,,"2,694,089","8,214,747"
Lil Baby-California Breeze,7,,43,,"1,829,164","8,207,979"
Mac Miller-Woods,7,,49,,"2,072,651","8,206,216"
Irama-Tu No,6,,134,,"1,452,672","8,201,194"
Lil Nas X-LOST IN THE CITADEL,7,,40,,"1,986,093","8,200,216"
Pop Smoke-Woo Baby,8,,51,,"1,656,738","8,195,487"
Katy Perry-Firework,19,,103,,"1,594,952","8,195,295"
Tinashe-2 On,45,,92,,"254,579","8,189,532"
Lil Nas X-Late To Da Party,7,,50,,"1,655,763","8,186,777"
Taylor Swift-Come Back...Be Here (Taylor's Version),6,,48,,"2,282,404","8,179,229"
Beyoncé-Partition,55,,125,,"189,249","8,178,364"
Becky G-Lovin' So Hard,41,,138,,"241,122","8,176,493"
Lil Uzi Vert-Yessirskiii,7,,32,,"2,157,783","8,175,677"
Sia-Bird Set Free,31,,95,,"378,280","8,173,528"
Kanye West-Donda Chant,4,,18,,"3,641,199","8,158,252"
Axwell /\ Ingrosso-Something New,44,,90,,"398,131","8,154,237"
JJ-Wasted Love,5,,23,,"2,281,677","8,149,580"
Lil Uzi Vert-Seven Million,26,,168,,"355,553","8,148,267"
mgk-make up sex,8,,43,,"1,604,450","8,148,252"
CNCO-Mamita,15,,174,,"595,127","8,147,547"
Rels B-lo que hay x aquí,7,,147,,"1,250,211","8,141,618"
BTS-Inner Child,7,,51,,"1,774,579","8,119,818"
J Balvin-UN PESO,9,,58,,"1,495,387","8,117,628"
Liam Payne-All I Want (For Christmas),6,,99,,"1,619,663","8,116,335"
Zé Neto & Cristiano-Largado As Traças - Acústico,14,,153,,"677,779","8,101,328"
Gorillaz-Saturnz Barz,13,,85,,"959,859","8,100,971"
KIDS SEE GHOSTS-Cudi Montage,8,,54,,"1,350,339","8,095,295"
Feid-LUCES DE TECNO,6,,59,,"1,843,625","8,079,735"
Arctic Monkeys-There’d Better Be A Mirrorball,6,,35,,"1,881,307","8,071,664"
Dillon Francis-Get Low,39,,121,,"253,454","8,067,025"
Anitta-Veneno,12,,120,,"946,681","8,056,950"
Rihanna-Sex With Me,24,,151,,"368,488","8,053,550"
Sfera Ebbasta-Baby,8,,36,,"1,926,614","8,049,276"
"Tyler, The Creator-Who Dat Boy",14,,105,,"843,048","8,049,197"
Samra-Huracan,9,,63,,"1,338,698","8,040,402"
Linkin Park-Stained,5,,42,,"2,539,295","8,040,316"
Taylor Swift-Starlight (Taylor's Version),6,,47,,"2,303,813","8,037,531"
Taylor Swift-The Moment I Knew (Taylor's Version),6,,51,,"2,222,465","8,035,759"
Lunay-La Cama - Remix,13,,184,,"645,116","8,019,327"
"Judy Garland-Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",9,,60,,"1,424,129","8,018,577"
Becky G-Can't Stop Dancin',46,,110,,"217,979","8,015,700"
Kanye West-PROBLEMATIC,4,,39,,"2,376,063","8,010,442"
Justin Bieber-Second Emotion,7,,33,,"2,162,784","8,009,400"
Ab-Soul-Bloody Waters,12,,78,,"1,080,793","8,007,400"
Darlene Love-Winter Wonderland,5,,125,,"1,891,350","8,002,649"
XXXTENTACION-Train food,6,,12,,"2,757,463","7,998,519"
6ix9ine-YAYA,10,,106,,"1,004,881","7,976,182"
XXXTENTACION-before I close my eyes,10,,54,,"1,445,788","7,973,409"
Metro Boomin-Lock On Me,6,,96,,"1,629,949","7,965,038"
Sofía Reyes-Muevelo,34,,99,,"290,388","7,961,892"
Ultimo-I Tuoi Particolari,10,,78,,"1,056,389","7,946,556"
PARTYNEXTDOOR-SOMETHING ABOUT YOU,4,,30,,"3,653,099","7,945,638"
mgk-cliché,6,,142,,"1,407,788","7,940,839"
Drake-Tie That Binds,6,,34,,"2,518,413","7,938,887"
Shawn Mendes-Teach Me How To Love,7,,35,,"2,105,701","7,932,101"
Bebe Rexha-I Can't Stop Drinking About You,52,,128,,"191,886","7,922,581"
Ed Sheeran-Azizam,4,,38,,"2,156,384","7,917,093"
Sexyy Red-Get It Sexyy,6,,167,,"1,363,161","7,911,251"
Kali Uchis-Labios Mordidos,6,,75,,"1,571,727","7,909,359"
Juice WRLD-Sometimes,7,,46,,"1,551,092","7,902,249"
MC Kevinho-Ta Tum Tum,14,,155,,"641,608","7,898,198"
Ariana Grande-Santa Tell Me - Naughty Version,2,2,6,,"3,996,937","7,892,565"
Kanye West-Tell The Vision,5,,40,,"2,354,077","7,880,253"
"George Ezra-White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",7,,119,,"1,361,069","7,879,036"
Red Velvet - IRENE & SEULGI-Monster,10,,83,,"1,042,631","7,861,463"
i-dle-TOMBOY,10,,159,,"816,530","7,858,599"
Ariana Grande-better off,8,,39,,"1,730,320","7,858,403"
Zé Felipe-Senta Danada,10,,167,,"891,232","7,846,897"
Abor & Tynna-Baller,5,,59,,"1,824,334","7,840,379"
Beyoncé-PLASTIC OFF THE SOFA,6,,31,,"2,356,395","7,837,168"
Lil Uzi Vert-Aye,4,,11,,"3,611,185","7,835,637"
Gunna-P power,7,,60,,"1,413,212","7,834,981"
KALUSH-Stefania (Kalush Orchestra),6,,38,,"1,962,754","7,832,882"
KC Rebell-DNA,10,,121,,"881,712","7,827,341"
Khalid-Vertigo,8,,36,,"1,752,300","7,823,467"
Bonez MC-Roadrunner,9,,79,,"1,106,013","7,819,829"
Erica Banks-Buss It,11,,184,,"738,354","7,801,227"
DJ Khaled-Gold Slugs,28,,99,,"348,888","7,799,018"
Tate McRae-Siren sounds (bonus),6,,102,,"1,685,295","7,790,077"
Logic-Flexicution,22,,98,,"525,161","7,788,622"
Eminem-Remind Me,7,,26,,"1,742,312","7,777,963"
BTS-Anpanman,11,,77,,"1,045,107","7,773,431"
Miriam Bryant-Ett sista glas,31,,121,,"299,064","7,771,868"
Thomas Gold-Magic,18,,168,,"492,133","7,768,189"
Beyoncé-TYRANT,5,,64,,"2,131,659","7,764,674"
Bryson Tiller-Outta Time,7,,41,,"2,024,835","7,762,934"
21 Savage-should've wore a bonnet,5,,44,,"2,352,083","7,756,819"
Brent Faiyaz-Wasting Time ( feat. Drake ),8,,39,,"1,778,619","7,749,576"
Tokischa-Linda,10,,140,,"865,016","7,745,468"
t-low-We Made It,8,,52,,"1,411,287","7,744,896"
Omah Lay-Attention,8,,46,,"1,533,631","7,741,194"
Sia-Move Your Body - Alan Walker Remix,22,,151,,"403,594","7,721,568"
Eminem-Little Engine,7,,63,,"1,824,799","7,717,040"
Miley Cyrus-Plastic Hearts,9,,95,,"1,221,989","7,715,832"
Bad Bunny-SI ELLA SALE,6,,25,,"2,129,818","7,712,259"
DJ Khaled-BEAUTIFUL,7,,56,,"1,645,549","7,712,185"
Coldplay-Paradise,43,,102,,"1,309,602","7,700,720"
Giorgia-LA CURA PER ME,6,,129,,"1,372,881","7,696,370"
Amy Winehouse-Back To Black,6,,169,,"1,343,553","7,693,519"
Trippie Redd-Love Me More,10,,64,,"1,224,403","7,691,659"
Kodak Black-MoshPit,8,,54,,"1,408,570","7,686,050"
Christina Aguilera-Have Yourself a Merry Little Christmas,9,,100,,"1,335,848","7,681,282"
Taylor Swift-It’s Nice To Have A Friend,7,,44,,"1,801,520","7,680,088"
Drake-I'm The Plug,27,,91,,"363,788","7,674,013"
Gordo-Sideways,6,,146,,"1,396,078","7,671,477"
Various Artists-,3,,15,,"3,197,056","7,655,786"
Marília Mendonça-Te Amo Demais,8,,72,,"1,321,850","7,655,336"
Playboi Carti-OPM BABI,4,,52,,"2,950,940","7,649,098"
Nueva H-YCQVM,6,,161,,"1,338,192","7,642,364"
Lil Uzi Vert-Suicide Doors,4,,12,,"3,553,537","7,640,307"
"Tyler, The Creator-SIR BAUDELAIRE",5,,20,,"3,228,838","7,640,293"
Lil Nas X-AM I DREAMING,7,,46,,"1,779,436","7,632,690"
¥$-STARS,5,,48,,"2,173,144","7,614,671"
PARTYNEXTDOOR-DEEPER,4,,37,,"3,261,799","7,606,163"
Eminem-From The D 2 The LBC,8,,64,,"1,446,783","7,602,910"
Taylor Swift-Superman (Taylor’s Version),4,,34,,"3,360,083","7,586,682"
Blake Roman-Poison - Hazbin Hotel Original Soundtrack,6,,155,,"1,302,814","7,585,981"
DeJ Loaf-Back Up,31,,139,,"336,514","7,581,002"
21 Savage-prove it,5,,51,,"2,234,111","7,574,334"
Drake-6 Man,28,,58,,"440,983","7,573,074"
mgk-bloody valentine,9,,89,,"1,138,746","7,551,364"
NLE Choppa-Shotta Flow,12,,184,,"651,494","7,547,746"
Lil Nas X-ONE OF ME,6,,32,,"2,195,151","7,539,021"
Harry Styles-Two Ghosts,12,,56,,"1,290,800","7,522,759"
Ariana Grande-get well soon,8,,43,,"1,635,443","7,521,754"
Joji-Feeling Like The End,5,,61,,"2,213,654","7,519,363"
Young Stoner Life-Diamonds Dancing,7,,32,,"1,912,625","7,515,766"
Anne-Marie-Birthday,9,,90,,"1,066,571","7,506,792"
Bonez MC-Big Body Benz,8,,58,,"1,374,976","7,491,323"
Baby Keem-durag activity,7,,38,,"1,827,979","7,485,416"
Kygo-ID - Ultra Music Festival Anthem,27,,60,,"467,249","7,482,839"
Lana Del Rey-Watercolor Eyes,7,,53,,"1,461,233","7,473,187"
Post Malone-Only Wanna Be With You - Pokémon 25 Version,7,,40,,"1,686,070","7,464,020"
One Direction-Wolves,18,,60,,"820,357","7,462,586"
XXXTENTACION-Floor 555,9,,62,,"1,312,533","7,458,584"
Chappell Roan-Femininomenon,6,,185,,"1,273,950","7,452,358"
Drake-Landed,6,,27,,"2,530,901","7,449,107"
"Thurl Ravenscroft-You're A Mean One, Mr. Grinch",7,,107,,"1,469,420","7,447,831"
Amy Grant-White Christmas,5,,52,,"3,104,254","7,439,077"
TOMORROW X TOGETHER-LO$ER=LO♡ER,9,,81,,"1,055,484","7,437,353"
Polo G-Distraction,7,,89,,"1,416,952","7,434,823"
Cyndi Lauper-Girls Just Want to Have Fun,6,,170,,"1,346,106","7,427,123"
Gunna-thought i was playing,7,,43,,"1,813,342","7,427,108"
iann dior-Prospect (ft. Lil Baby),11,,140,,"713,548","7,402,913"
Future-Magic Don Juan (Princess Diana),4,,27,,"2,916,016","7,399,128"
Polo G-Epidemic,8,,77,,"1,222,010","7,389,989"
Shirin David-ON OFF,9,,90,,"1,136,459","7,388,760"
Miley Cyrus-Younger Now,13,,70,,"992,746","7,387,469"
Stan Kenton-Lonesome Train,9,,99,,"993,159","7,387,237"
Justin Bieber-Running Over,7,,44,,"1,887,252","7,383,970"
Mac Miller-Everybody,6,,46,,"2,138,807","7,381,446"
Panic! At The Disco-Emperor's New Clothes,26,,92,,"389,485","7,376,277"
CORPSE-HOT DEMON B!TCHES NEAR U ! ! !,8,,115,,"1,159,968","7,375,178"
Justin Bieber-Available,7,,49,,"1,855,545","7,372,254"
Bazzi-Young & Alive,10,,152,,"944,260","7,365,639"
Thomas Rhett-Marry Me,13,,167,,"619,232","7,333,207"
Christina Aguilera-This Christmas,6,,110,,"1,470,602","7,329,885"
Lil Baby-Live Off My Closet,7,,47,,"1,709,586","7,326,883"
Lil Baby-Hats Off,7,,70,,"1,398,119","7,324,233"
Future-Runnin Outta Time,4,,30,,"2,852,590","7,315,880"
Pop Smoke-Creature,7,,37,,"1,865,552","7,308,690"
Eminem-Road Rage,4,,40,,"2,848,444","7,308,450"
Selena Gomez-Vulnerable,7,,43,,"1,755,978","7,308,153"
Beyoncé-HEATED,6,,39,,"2,008,084","7,292,688"
Future-Drankin N Smokin,7,,40,,"1,734,614","7,292,247"
Logic-Wassup,8,,44,,"1,569,679","7,285,644"
Logic-Confessions of a Dangerous Mind,8,,51,,"1,462,255","7,284,112"
Kalazh44-Royal Rumble,9,,78,,"1,104,086","7,283,129"
Beyoncé-MY ROSE,4,,31,,"2,908,701","7,281,291"
Juice WRLD-Anxiety - Intro,5,,16,,"3,357,478","7,279,478"
J. Cole-Snow On Tha Bluff,6,,19,,"2,219,088","7,278,965"
Brytiago-Asesina,10,,107,,"852,998","7,275,971"
Lean Trap-La Modelo,13,,174,,"603,558","7,270,153"
Gucci Mane-Met Gala,15,,143,,"567,844","7,269,007"
Ariana Grande-blazed,7,,28,,"2,170,025","7,265,064"
Madame-IL BENE NEL MALE,6,,103,,"1,362,300","7,260,520"
MUSIC LAB JPN-Danza Kuduro - Cover,5,,94,,"1,618,951","7,258,540"
Fall Out Boy-Fourth Of July,24,,73,,"363,734","7,249,962"
Kendrick Lamar-untitled 03 | 05.28.2013.,13,,27,,"1,333,690","7,247,423"
Justin Bieber-The Christmas Song (Chestnuts Roasting On An Open Fire),8,,156,,"1,369,070","7,228,163"
David Guetta-Light My Body Up,12,,77,,"1,106,259","7,226,876"
XXXTENTACION-STARING AT THE SKY,6,,19,,"2,360,561","7,226,706"
Eminem-Temporary,4,,52,,"2,590,467","7,226,527"
Selena Gomez-Dance Again,7,,41,,"1,848,331","7,223,853"
ROSALÍA-Aute Cuture,9,,80,,"1,143,814","7,221,988"
Go_A-SHUM,7,,69,,"1,187,927","7,220,906"
KIDS SEE GHOSTS-Kids See Ghosts,7,,49,,"1,418,164","7,216,870"
Dudy Oris-Aku Yang Jatuh Cinta,6,,151,,"1,253,123","7,215,934"
Selena Gomez-Love On,5,,50,,"2,198,739","7,207,474"
Harry Styles-Fine Line,6,,38,,"2,013,433","7,201,207"
Jack Harlow-SUVs (Black on Black),8,,86,,"1,138,522","7,200,773"
Sido-Astronaut,32,,135,,"272,323","7,182,960"
Frank Ocean-Thinkin Bout You,10,,113,,"1,289,884","7,169,918"
Lady Gaga-Fun Tonight,6,,23,,"2,493,126","7,164,976"
"Metro Boomin-Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",6,,149,,"1,290,717","7,164,363"
Luke Combs-The Man He Sees in Me,5,,95,,"1,679,611","7,161,557"
Khalid-Bad Luck,7,,48,,"1,681,033","7,157,761"
Beyoncé-ALLIIGATOR TEARS,4,,35,,"2,700,375","7,156,838"
Drake-Down Hill,5,,33,,"2,674,015","7,152,894"
Peg Parnevik-Ain't No Saint,19,,69,,"525,508","7,149,446"
Capital Bra-Der Bratan bleibt der gleiche,7,,42,,"1,512,966","7,142,650"
A Boogie Wit da Hoodie-Reply,8,,52,,"1,325,091","7,138,802"
Drake-Madonna,24,,54,,"470,607","7,114,988"
Pop Smoke-Yea Yea,7,,42,,"1,827,057","7,112,419"
Summer Cem-Summer Cem,9,,76,,"1,092,422","7,111,805"
George Ezra-Blame It on Me,49,,120,,"213,596","7,109,516"
Paulo Londra-Solo Pienso En Ti,9,,121,,"968,499","7,106,761"
Zach Bryan-Fear and Friday's,5,,49,,"2,148,902","7,105,587"
Bing Crosby-God Rest Ye Merry Gentlemen,7,,129,,"1,409,750","7,095,749"
Liam Payne-Naughty List,5,,71,,"2,247,401","7,095,345"
Dedublüman-Belki,8,,163,,"906,585","7,087,267"
mgk-love race,8,,62,,"1,360,253","7,086,872"
Tame Impala-Breathe Deeper,7,,54,,"1,724,362","7,081,432"
Sam Smith-No Peace,11,,96,,"811,565","7,074,281"
Barbara Pravi-Voilà,6,,44,,"1,604,147","7,066,579"
ENHYPEN-Sweet Venom,5,,58,,"1,899,720","7,058,239"
One Direction-You & I,5,,87,,"1,714,123","7,043,083"
Harry Styles-Treat People With Kindness,6,,35,,"2,152,924","7,039,539"
Nicki Minaj-Black Barbies,15,,129,,"588,859","7,038,448"
Jimin-Slow Dance,4,,54,,"2,278,054","7,036,212"
Linkin Park-One More Light,11,,62,,"1,270,776","7,034,941"
Cardi B-Thru Your Phone,10,,100,,"833,589","7,032,681"
Eminem-Bad Husband,7,,47,,"1,508,547","7,030,061"
Eminem-Guts Over Fear,45,,103,,"199,739","7,029,198"
J. Cole-H.Y.B.,4,,32,,"2,764,036","7,026,627"
Bruno Mars-Chunky,15,,65,,"821,395","7,015,640"
Drake-On The Radar Freestyle,5,,79,,"1,899,095","7,013,466"
Logic-Yuck,8,,50,,"1,485,385","7,013,230"
DaBaby-PICK UP,7,,30,,"2,041,369","6,996,829"
Metro Boomin-Overdue,7,,36,,"1,567,061","6,989,120"
Charlie Charles-Peace & Love,8,,46,,"1,660,525","6,983,414"
Aldair Playboy-Amor Falso,12,,154,,"658,750","6,981,926"
Panic! At The Disco-Into the Unknown - Panic! At The Disco Version,10,,134,,"782,191","6,979,716"
Nimo-KEIN SCHLAF,8,,85,,"1,180,198","6,978,455"
Kadu Martins-Halls na Língua,6,,136,,"1,298,463","6,976,578"
Drake-Deep Pockets,5,,15,,"3,074,958","6,967,764"
Lady Gaga-Enigma,6,,26,,"2,322,559","6,967,047"
Harry Styles-Meet Me in the Hallway,11,,55,,"1,315,278","6,966,454"
"Tyler, The Creator-MASSA",5,,30,,"2,632,396","6,958,729"
Luan Pereira-Entra Na Defender,5,,148,,"1,538,605","6,947,254"
Zoe Wees-Girls Like Us,9,,167,,"828,869","6,944,174"
Joji-Ew,7,,50,,"1,570,044","6,936,305"
Lady Gaga-Sine From Above,6,,29,,"2,298,888","6,929,621"
Drake-When To Say When,5,,20,,"2,861,171","6,928,391"
Drake-War,6,,34,,"2,207,166","6,912,399"
Morgan Wallen-Man Made A Bar,5,,52,,"2,076,018","6,909,747"
Grey-I Miss You,16,,175,,"469,526","6,905,815"
Miley Cyrus-Rose Colored Lenses,5,,56,,"1,935,105","6,904,150"
Drake-Liability,5,,36,,"2,456,055","6,901,626"
Halsey-Still Learning,7,,82,,"1,564,801","6,894,580"
Migos-Supastars,7,,22,,"2,050,348","6,888,828"
Foo Fighters-Everlong,6,,53,,"1,361,743","6,878,218"
Grupo Firme-Ya Supérame (En Vivo),9,,92,,"994,346","6,870,035"
Era7capone-SONBAHAR,6,,175,,"1,197,934","6,867,836"
Samra-Harami,8,,108,,"1,057,570","6,849,426"
JAY-Z-Run This Town,5,,72,,"1,715,662","6,847,894"
Demi Lovato-Dancing With The Devil,8,,91,,"1,010,499","6,843,710"
ROSALÍA-VAMPIROS,5,,57,,"2,041,770","6,843,444"
DJ Khaled-LET IT GO,8,,60,,"1,364,005","6,842,674"
Meek Mill-On Me,7,,73,,"1,231,918","6,838,911"
Young Thug-Best Friend,27,,174,,"285,931","6,833,107"
True Damage-GIANTS,9,,89,,"898,307","6,831,797"
IVE-Kitsch,6,,149,,"1,236,424","6,831,410"
Valentino Merlo-Hoy,5,,113,,"1,589,532","6,826,472"
Daft Punk-One More Time,7,,41,,"1,485,070","6,823,990"
Quavo-FLIP THE SWITCH,7,,35,,"1,783,423","6,821,154"
PnB Rock-Selfish,13,,65,,"1,399,377","6,818,427"
Ed Sheeran-Bloodstream,42,,151,,"204,249","6,812,893"
RM-Wild Flower,6,,148,,"1,217,789","6,810,579"
Lil Uzi Vert-Chrome Heart Tags,5,,54,,"2,061,022","6,805,765"
Charlie Puth-That's Hilarious,7,,71,,"1,293,520","6,805,417"
Central Cee-CRG,5,,113,,"1,633,588","6,803,389"
Social House-Magic In The Hamptons,12,,175,,"629,487","6,800,602"
A$AP Rocky-Electric Body,23,,55,,"508,514","6,778,112"
Kay Starr-The Man with the Bag,6,,141,,"1,414,358","6,776,163"
Future-Rent Money,10,,53,,"1,130,704","6,773,292"
Trippie Redd-Rich MF,7,,58,,"1,444,785","6,767,904"
Ed Sheeran-Tides,6,,36,,"1,885,236","6,767,232"
One Direction-Hey Angel,14,,41,,"1,061,274","6,761,970"
Taylor Swift-Fifteen (Taylor’s Version),5,,24,,"2,612,908","6,761,147"
Bryson Tiller-Run Me Dry,13,,132,,"702,693","6,755,415"
"Kodak Black-If I'm Lyin, I'm Flyin",8,,91,,"1,086,181","6,750,395"
Gabriel Rios-Gold - Thomas Jack Radio Edit,47,,138,,"169,518","6,749,056"
Future-Fried (She a Vibe),4,,41,,"2,560,555","6,726,718"
Imagine Dragons-Zero,8,,76,,"1,186,843","6,723,584"
Twenty One Pilots-Choker,7,,54,,"1,468,478","6,722,952"
Beyoncé-JUST FOR FUN,4,,43,,"2,537,641","6,721,489"
Luciano-Mios mit Bars,8,,112,,"1,071,247","6,709,018"
ZAYN-sHe,13,,44,,"871,721","6,707,899"
Drake-BBL Love - Interlude,4,,47,,"2,604,847","6,707,798"
Lil Pump-Be Like Me,8,,71,,"1,304,111","6,704,637"
Apache 207-Boot,8,,52,,"1,380,346","6,702,588"
XXXTENTACION-difference (interlude),6,,27,,"2,125,734","6,698,908"
Cults-Gilded Lily,7,,184,,"1,003,793","6,696,970"
DaBaby-RAW SHIT,8,,56,,"1,389,115","6,693,814"
Lady Gaga-Replay,6,,34,,"2,167,880","6,690,327"
Matuê-Crack com Mussilon,5,,119,,"1,554,851","6,684,986"
Nessa Barrett-die first,8,,169,,"887,133","6,682,118"
DJ Khaled-Higher,7,,58,,"1,547,172","6,677,532"
The Chainsmokers-Kills You Slowly,8,,77,,"1,287,097","6,675,666"
Dua Lipa-Good In Bed,7,,55,,"1,469,293","6,674,178"
Akon-Smack That,5,,153,,"1,382,015","6,673,913"
Tyga-VACATION,7,,53,,"1,236,095","6,672,152"
The Weeknd-I Can't Wait To Get There,4,,61,,"2,137,109","6,668,445"
Emilia-blackout 🧊,5,,152,,"1,396,137","6,668,395"
The Script-Hall of Fame,47,,145,,"152,909","6,666,888"
"Tyler, The Creator-RUNITUP",5,,33,,"2,456,839","6,666,154"
Metro Boomin-All The Money,5,,105,,"1,570,818","6,664,457"
Clarent-IA,5,,143,,"1,442,186","6,661,765"
Apache 207-Matrix,8,,88,,"1,134,386","6,650,320"
KSI-Lose,7,,74,,"1,208,644","6,643,667"
Luke Combs-Love You Anyway,5,,64,,"1,856,518","6,641,569"
Lil Wayne-Problems,6,,32,,"2,171,090","6,637,494"
$NOT-Doja,7,,97,,"1,080,441","6,626,024"
Drake-Polar Opposites,4,,51,,"2,398,378","6,625,786"
Jin-Yours,6,,45,,"1,402,458","6,618,670"
Bushido-Für Euch alle,9,,101,,"922,054","6,617,639"
Travis Scott-Drugs You Should Try It,4,,46,,"2,495,028","6,612,211"
Lady Gaga-Killah,4,,45,,"2,485,591","6,602,361"
David Guetta-Memories,5,,104,,"1,612,702","6,589,244"
.Feast-Nina,6,,181,,"1,150,593","6,581,365"
ZHU-Faded,38,,102,,"216,151","6,578,456"
NLE Choppa-Gang Baby,5,,185,,"1,357,758","6,576,315"
Logic-Wizard Of Oz,8,,59,,"1,333,308","6,575,701"
J Balvin-Negro,7,,51,,"1,711,077","6,571,534"
Maria Becerra-AUTOMÁTICO,7,,151,,"1,018,856","6,564,535"
¥$-FRIED,4,,54,,"2,149,143","6,562,976"
Roar-Christmas Kids,6,,153,,"1,174,459","6,548,514"
One Direction-Long Way Down,15,,59,,"878,703","6,545,112"
"Elton John-Rocket Man (I Think It's Going To Be A Long, Long Time)",10,,145,,"722,215","6,543,481"
